 * Serving Flask app 'app'
 * Debug mode: on
[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://192.168.0.2:5000
[33mPress CTRL+C to quit[0m
 * Restarting with stat
 * Debugger is active!
 * Debugger PIN: 123-022-506
127.0.0.1 - - [03/Jan/2026 04:17:43] "HEAD / HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:17:54] "POST /api/decide HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:17:54] "POST /api/decide HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:17:54] "POST /api/decide HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:17:55] "POST /api/decide HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:17:56] "POST /api/decide HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:17:57] "POST /api/decide HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:20:58] "POST /api/architect HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:20:58] "POST /api/architect HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /js/pathfinding.js HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /js/game.js HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /js/renderer.js HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /assets/floor_wood.png HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /assets/char_blue.png HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /assets/wall_right.png HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /assets/floor.png HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /assets/char_red.png HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /assets/wall_left.png HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /assets/floor_tile.png HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /assets/char_green.png HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /assets/fridge.png HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /assets/bed.png HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /assets/table.png HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /assets/chair.png HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /assets/computer.png HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /assets/toilet.png HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /assets/sink.png HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /assets/shower.png HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /assets/stove.png HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /assets/sofa.png HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /assets/radio.png HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /assets/ghost.png HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /assets/rug.png HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /assets/plant.png HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /assets/cat_luna.png HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /assets/tv.png HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /assets/glitch.png HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "GET /assets/cat_evil.png HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "POST /api/decide HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:36] "POST /api/decide HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:37] "POST /api/decide HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:38] "POST /api/decide HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:38] "POST /api/decide HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:40] "POST /api/decide HTTP/1.1" 200 -
127.0.0.1 - - [03/Jan/2026 04:21:41] "POST /api/decide HTTP/1.1" 200 -
